Wall time,Step,Value
1687877561.592381,0,0.6238320469856262
1687877576.863991,1,0.6877672672271729
1687877590.715056,2,0.7210820913314819
1687877603.711252,3,0.729079008102417
1687877616.35163,4,0.7467507123947144
1687877629.297039,5,0.7568423748016357
1687877642.009698,6,0.7837376594543457
1687877654.696154,7,0.792106568813324
1687877667.410153,8,0.8148148655891418
1687877680.061211,9,0.8253777027130127
1687877692.701211,10,0.8339512944221497
1687877706.272643,11,0.84331876039505
1687877719.015675,12,0.8950963616371155
1687877731.670318,13,0.9332337379455566
1687877744.28087,14,0.9365553855895996
1687877756.968507,15,0.9566968679428101
1687877769.634383,16,0.9599412679672241
1687877782.299778,17,0.9712854623794556
1687877795.475644,18,0.9805658459663391
1687877808.152449,19,0.9842857122421265
1687877820.887035,20,0.9836602210998535
1687877834.863954,21,0.987471878528595
1687877847.543288,22,0.987898051738739
1687877860.495006,23,0.9907407760620117
1687877873.404364,24,0.9898350238800049
1687877886.075179,25,0.9948307871818542
1687877898.677564,26,0.9883869290351868
1687877911.432655,27,0.9898974299430847
1687877924.568363,28,0.9931079149246216
1687877937.562949,29,0.9884259700775146
1687877950.335279,30,0.9913478493690491
1687877963.96694,31,0.9955791234970093
1687877976.696458,32,0.9971988797187805
1687877990.086816,33,0.9972426295280457
1687878003.037877,34,0.9995440244674683
1687878015.943996,35,0.9971374273300171
1687878028.813227,36,0.9985902309417725
1687878041.853316,37,0.9976852536201477
1687878055.271145,38,0.9945453405380249
1687878068.305426,39,0.9937140345573425
1687878081.648136,40,0.9952718615531921
1687878096.98758,41,0.9972027540206909
1687878112.201116,42,0.99908047914505
1687878127.487972,43,0.9986394047737122
1687878140.749117,44,0.9985618591308594
1687878153.90634,45,0.99810791015625
1687878166.964235,46,0.9968632459640503
1687878180.602608,47,0.9976958632469177
1687878193.946339,48,0.9990900754928589
1687878207.177438,49,0.9991015195846558
1687878220.54359,50,0.9971153736114502
1687878234.637378,51,0.9981005787849426
1687878248.175807,52,0.9985927939414978
1687878261.271232,53,0.9995365738868713
1687878274.576598,54,0.9986262917518616
1687878288.204812,55,0.9981900453567505
1687878301.617081,56,0.998658299446106
1687878315.163005,57,0.998084306716919
1687878328.780753,58,0.995738685131073
1687878343.88035,59,0.998127281665802
1687878358.545768,60,0.9990740418434143
1687878375.115728,61,0.997529923915863
1687878390.379706,62,0.9981884360313416
1687878405.045854,63,0.9995519518852234
1687878418.613175,64,0.9982269406318665
1687878431.960219,65,0.9985645413398743
1687878445.976072,66,0.9990530610084534
1687878459.642024,67,0.9979726672172546
1687878473.425772,68,0.9974250197410583
1687878486.943905,69,0.9986156225204468
1687878500.66812,70,0.9986295700073242
1687878516.092531,71,0.9977385997772217
1687878529.901261,72,0.9977608323097229
1687878543.607714,73,0.9955654144287109
1687878557.475957,74,1.0
1687878571.190543,75,0.9980568885803223
1687878585.534292,76,0.9990521669387817
1687878599.355367,77,0.9981220364570618
1687878613.106864,78,0.9990698099136353
1687878626.941695,79,0.998156726360321
1687878640.781361,80,0.9990867376327515
1687878655.49682,81,0.9977375864982605
1687878669.50334,82,0.9991031885147095
1687878683.065932,83,0.9977679252624512
1687878696.742626,84,0.9969026446342468
1687878710.754315,85,0.9991227984428406
1687878724.773737,86,1.0
1687878739.04903,87,0.998041033744812
1687878752.930655,88,0.9990503787994385
1687878766.825516,89,0.9971752166748047
1687878780.8627,90,0.9995331168174744
1687878795.781305,91,0.9986111521720886
1687878809.902843,92,0.9990817308425903
1687878823.67787,93,0.999089241027832
1687878838.011844,94,0.9986449480056763
1687878851.886357,95,0.9995520114898682
1687878865.670361,96,0.9991110563278198
1687878879.863351,97,0.998236358165741
1687878893.846552,98,0.9973752498626709
1687878908.075929,99,0.9973958134651184
