Wall time,Step,Value
1687691986.194755,0,0.672443151473999
1687692018.821124,1,0.8228936791419983
1687692046.550833,2,0.8815297484397888
1687692073.832668,3,0.9308089017868042
1687692101.470339,4,0.9497653245925903
1687692128.379593,5,0.9610576033592224
1687692155.446267,6,0.9776190519332886
1687692182.726004,7,0.9836395382881165
1687692209.36138,8,0.9819111824035645
1687692235.894241,9,0.9819296598434448
1687692262.991226,10,0.9847081303596497
1687692293.740357,11,0.9856595396995544
1687692319.773922,12,0.9861111044883728
1687692346.599856,13,0.980865478515625
1687692372.840132,14,0.9894888401031494
1687692399.091958,15,0.9934548735618591
1687692425.919346,16,0.9918659329414368
1687692452.054479,17,0.9954789876937866
1687692478.033553,18,0.9930890798568726
1687692504.520248,19,0.990476131439209
1687692530.41218,20,0.9897292852401733
1687692560.202695,21,0.9927884936332703
1687692586.084899,22,0.9946640133857727
1687692611.517366,23,0.9944444894790649
1687692637.43081,24,0.9928231239318848
1687692662.807991,25,0.9938909411430359
1687692688.230476,26,0.9938206076622009
1687692714.240448,27,0.9956444501876831
1687692739.609082,28,0.9954618811607361
1687692764.952551,29,0.9972222447395325
1687692791.269122,30,0.9959016442298889
1687692820.320875,31,0.9876660704612732
1687692845.556836,32,0.9948646426200867
1687692871.584081,33,0.9963235259056091
1687692896.61259,34,0.9963521361351013
1687692921.575394,35,0.9970614314079285
1687692948.051487,36,0.9995300769805908
1687692973.126181,37,0.9986110925674438
1687692998.756517,38,0.9990875720977783
1687693025.115443,39,0.9980815052986145
1687693050.272912,40,0.99858158826828
1687693079.130954,41,0.997668981552124
1687693104.004813,42,0.9963217973709106
1687693128.777109,43,0.9986394047737122
1687693153.607242,44,0.9966443181037903
1687693178.331164,45,0.9971618056297302
1687693203.04228,46,0.9990662932395935
1687693227.793072,47,0.9981566667556763
1687693252.692071,48,0.998180091381073
1687693277.520919,49,0.9986522793769836
1687693302.147205,50,0.9980707764625549
1687693330.569848,51,0.9947768449783325
1687693355.377379,52,0.9964865446090698
1687693380.224301,53,0.9981463551521301
1687693405.920131,54,0.9977105855941772
1687693430.585638,55,0.9954751133918762
1687693455.376776,56,0.9959749579429626
1687693480.025779,57,0.9975761771202087
1687693504.899768,58,0.9960987567901611
1687693529.624901,59,0.996964693069458
1687693554.782713,60,0.9953703284263611
1687693583.321418,61,0.9972527623176575
1687693608.456926,62,0.9977355003356934
1687693633.137616,63,0.996863842010498
1687693657.927783,64,0.9995567202568054
1687693682.449427,65,0.9928230047225952
1687693707.300191,66,0.992897629737854
1687693731.843362,67,0.9919925332069397
1687693756.431607,68,0.9995337128639221
1687693781.073448,69,0.9959278702735901
1687693805.752237,70,0.9972590804100037
1687693834.209454,71,0.9923312664031982
1687693858.802558,72,0.9905955791473389
1687693883.235778,73,0.9964523315429688
1687693907.735203,74,0.9964866042137146
1687693932.192619,75,0.9966508150100708
1687693956.876692,76,0.997545599937439
1687693981.30053,77,0.995153546333313
1687694005.648432,78,0.995579719543457
1687694030.078801,79,0.9982783198356628
1687694054.405207,80,0.9990867376327515
1687694082.481952,81,0.9986425638198853
1687694106.825549,82,0.9982063174247742
1687694131.286111,83,0.9973214268684387
1687694155.810015,84,0.9982300996780396
1687694180.433864,85,0.9982455968856812
1687694204.937806,86,0.9965217709541321
1687694231.41504,87,0.998084306716919
1687694256.535535,88,0.9981006979942322
1687694280.706643,89,0.9990584254264832
1687694306.714388,90,0.9968554377555847
1687694335.246958,91,0.9981482028961182
1687694359.597476,92,0.9990817308425903
1687694384.985614,93,0.9977230429649353
1687694409.788008,94,0.9981933236122131
1687694434.392737,95,0.9977599382400513
1687694459.603157,96,0.9986666440963745
1687694483.58387,97,0.9995591044425964
1687694507.972107,98,0.9982502460479736
1687694533.80586,99,0.9986979365348816
