Wall time,Step,Value
1687686139.138145,0,0.5936553478240967
1687686178.164942,1,0.752236008644104
1687686211.949019,2,0.8414179086685181
1687686244.609167,3,0.8686885833740234
1687686277.730522,4,0.9171484708786011
1687686309.126831,5,0.9322433471679688
1687686340.472271,6,0.9526233673095703
1687686372.054353,7,0.9706271886825562
1687686403.557469,8,0.9740779399871826
1687686434.921449,9,0.9805318117141724
1687686465.890506,10,0.9810009598731995
1687686501.479188,11,0.9769412875175476
1687686532.6174,12,0.9741380214691162
1687686564.13346,13,0.9798688888549805
1687686594.770016,14,0.9880553483963013
1687686625.745928,15,0.9892473816871643
1687686656.372664,16,0.9898828864097595
1687686687.129885,17,0.9926380515098572
1687686718.405741,18,0.9930425882339478
1687686748.937615,19,0.9914284944534302
1687686780.058865,20,0.9901961088180542
1687686813.752736,21,0.9918175935745239
1687686844.886049,22,0.9916715621948242
1687686875.707997,23,0.9902776479721069
1687686906.403288,24,0.9947368502616882
1687686936.89398,25,0.9930421113967896
1687686968.631174,26,0.9958449006080627
1687686998.903699,27,0.9971264600753784
1687687030.063733,28,0.9957627058029175
1687687060.569215,29,0.9939814805984497
1687687091.418463,30,0.9968124032020569
1687687125.592011,31,0.9927328824996948
1687687156.218607,32,0.9925153255462646
1687687187.079384,33,0.9914827942848206
1687687217.795936,34,0.9927040338516235
1687687249.921502,35,0.9926915168762207
1687687282.121228,36,0.995204508304596
1687687313.310522,37,0.9949074387550354
1687687343.979388,38,0.9936131238937378
1687687375.321744,39,0.9941682815551758
1687687405.908921,40,0.9946308732032776
1687687440.669321,41,0.9934731721878052
1687687471.425543,42,0.9917145371437073
1687687502.263692,43,0.9830611348152161
1687687533.313918,44,0.9870021939277649
1687687563.941794,45,0.9803381562232971
1687687595.576122,46,0.9906629920005798
1687687627.345869,47,0.9933362603187561
1687687659.646796,48,0.9954504370689392
1687687691.14474,49,0.996406078338623
1687687722.250142,50,0.992307722568512
1687687756.693687,51,0.9965769648551941
1687687788.04186,52,0.9990618824958801
1687687818.809372,53,0.995366096496582
1687687849.502259,54,0.9972527027130127
1687687881.379915,55,0.9972851276397705
1687687912.433111,56,0.9973166584968567
1687687943.982293,57,0.9947025775909424
1687687974.534068,58,0.9976325631141663
1687688007.036244,59,0.9962546825408936
1687688045.976409,60,0.9926681518554688
1687688080.447211,61,0.9894689917564392
1687688111.486684,62,0.9932064414024353
1687688143.38582,63,0.9928315281867981
1687688175.230088,64,0.995124101638794
1687688206.543519,65,0.9908767938613892
1687688237.412632,66,0.9917469620704651
1687688269.012403,67,0.9946754574775696
1687688299.952421,68,0.9960263967514038
1687688331.577627,69,0.9963894486427307
1687688362.40873,70,0.995431661605835
1687688397.680677,71,0.9968340396881104
1687688428.691368,72,0.9959695339202881
1687688459.469224,73,0.9932056069374084
1687688491.41093,74,0.9890207052230835
1687688522.494571,75,0.9932723045349121
1687688554.44109,76,0.9913845062255859
1687688585.669542,77,0.9938966631889343
1687688617.483875,78,0.9946494102478027
1687688648.166876,79,0.9944700002670288
1687688679.917319,80,0.9972602725028992
1687688714.416031,81,0.9954751133918762
1687688746.628823,82,0.9959641695022583
1687688777.852816,83,0.9918634295463562
1687688809.802032,84,0.9960177540779114
1687688841.019566,85,0.9973684549331665
1687688873.15617,86,0.9969565272331238
1687688905.898744,87,0.999521017074585
1687688937.180019,88,0.9975612163543701
1687688969.429792,89,0.9961196184158325
1687689001.005885,90,0.9957983493804932
1687689036.527112,91,0.9986111521720886
1687689068.340235,92,0.9964627027511597
1687689100.362496,93,0.999089241027832
1687689131.552401,94,0.9972899556159973
1687689163.241882,95,0.9977599382400513
1687689194.568811,96,0.9935954213142395
1687689226.391721,97,0.9942681193351746
1687689258.999047,98,0.994959831237793
1687689290.214183,99,0.9934895634651184
