Wall time,Step,Value
1687868682.508715,0,0.6070706844329834
1687868696.402158,1,0.7048153281211853
1687868708.477897,2,0.7318095564842224
1687868721.501121,3,0.7424614429473877
1687868734.301293,4,0.7649124264717102
1687868746.913842,5,0.7853928804397583
1687868759.428405,6,0.7754896879196167
1687868772.09652,7,0.7921065092086792
1687868784.56529,8,0.7944990992546082
1687868797.103975,9,0.7993156909942627
1687868809.763866,10,0.822520911693573
1687868823.632548,11,0.8188730478286743
1687868836.090797,12,0.8260498642921448
1687868848.590051,13,0.824272096157074
1687868861.204041,14,0.8465563058853149
1687868873.820206,15,0.852238118648529
1687868886.626395,16,0.8598721027374268
1687868899.195294,17,0.8831256628036499
1687868911.822163,18,0.904916524887085
1687868924.581739,19,0.8996703624725342
1687868937.258483,20,0.917809247970581
1687868951.138284,21,0.9099923968315125
1687868963.860154,22,0.939784824848175
1687868976.57965,23,0.9513176679611206
1687868989.2184,24,0.9498291015625
1687869002.041668,25,0.9555389881134033
1687869015.006331,26,0.9670431017875671
1687869027.720026,27,0.9595895409584045
1687869040.561408,28,0.965709388256073
1687869053.439624,29,0.9703704118728638
1687869066.354122,30,0.9735884070396423
1687869080.446917,31,0.9551252722740173
1687869093.306672,32,0.9630734920501709
1687869106.29884,33,0.9768995642662048
1687869119.173212,34,0.9808481931686401
1687869132.16838,35,0.9773483872413635
1687869145.350435,36,0.9776305556297302
1687869158.22759,37,0.984259307384491
1687869171.265372,38,0.9822278022766113
1687869184.388534,39,0.985004723072052
1687869197.555072,40,0.986761212348938
1687869212.105261,41,0.9837933778762817
1687869225.191567,42,0.9838984608650208
1687869238.36712,43,0.9875964522361755
1687869251.66998,44,0.9831127524375916
1687869264.883132,45,0.9863107800483704
1687869278.386135,46,0.9897869825363159
1687869291.739735,47,0.9912442564964294
1687869305.071526,48,0.9898802042007446
1687869318.52783,49,0.9901167750358582
1687869331.897711,50,0.9913461208343506
1687869346.586448,51,0.9875551462173462
1687869359.985946,52,0.9943714141845703
1687869373.587237,53,0.9898377060890198
1687869387.018665,54,0.9903846383094788
1687869400.565951,55,0.9932126998901367
1687869414.425939,56,0.9959749579429626
1687869428.131194,57,0.9908420443534851
1687869441.751047,58,0.9901902079582214
1687869455.491608,59,0.9948501586914062
1687869469.253611,60,0.9908163547515869
1687869484.327764,61,0.9913004040718079
1687869498.198488,62,0.9959238171577454
1687869512.054505,63,0.991123378276825
1687869526.004492,64,0.9875885844230652
1687869539.8942,65,0.9918660521507263
1687869553.634055,66,0.9912734627723694
1687869567.544025,67,0.9931191802024841
1687869581.356459,68,0.9950939416885376
1687869595.314786,69,0.9899289608001709
1687869609.480599,70,0.9936044812202454
1687869624.716814,71,0.9932157397270203
1687869638.584736,72,0.9946260452270508
1687869652.488351,73,0.9955654144287109
1687869666.748916,74,0.9951691031455994
1687869681.098227,75,0.9927647709846497
1687869695.079373,76,0.9946172833442688
1687869709.09733,77,0.99327552318573
1687869723.324217,78,0.9948837161064148
1687869737.619806,79,0.9958525896072388
1687869751.76292,80,0.9968036413192749
1687869766.705421,81,0.9918705224990845
1687873216.997762,82,0.9937219619750977
1687873234.26326,83,0.9928571581840515
1687873248.010116,84,0.9941874742507935
1687873261.493089,85,0.9921053051948547
1687873274.915389,86,0.9908696413040161
1687873288.01945,87,0.9923155307769775
1687873301.183517,88,0.9947122931480408
1687873314.437351,89,0.9958916902542114
1687873327.295691,90,0.9942260384559631
1687873341.542178,91,0.9939814805984497
1687873354.91121,92,0.9938436150550842
1687873367.874956,93,0.994080126285553
1687873380.693319,94,0.9981933236122131
1687873393.680723,95,0.9952337741851807
1687873406.688838,96,0.995555579662323
1687873419.70919,97,0.9964726567268372
1687873432.614397,98,0.9982502460479736
1687873445.774449,99,0.9965277910232544
